Customer ID,Date,Time,First Name,Last Name,Gender,Gmail Address,Phone Number,Country,Contact Later,Fruits,Strawberry,Total,state_address,street,Zip_Code
183,2021-09-06,00:20:34,Brian,Thompson,Male,butlergregory@example.net,540-935-90071,Gambia,YES,"Grapes,Pineapple,Strawberry",2.5,6.699999999999999,Rhode Island, 1687 Shawn Lakes Apt. 699, 38582
380,2021-09-14,04:42:40,Anthony,Hall,Female,millergabriella@example.com,774-689-57861,Togo,YES,"Pineapple,Strawberry,Grapes,Apple,Blueberry",1.8,10.5,Wisconsin, 484 Garcia Via, 70602
170,2021-10-07,06:47:48,Edward,Allen,Female,tanner69@example.com,869-290-54516,Antigua and Barbuda,YES,"Orange,Blueberry,Strawberry",1.8,5.7,Florida, 274 Espinoza Forks, 49419
30,2021-11-03,12:07:28,Jennifer,Allen,Male,andrew19@example.org,934-913-34610,Switzerland,YES,"Mango,Grapes,Strawberry,Banana,Cherry",2.4,10.999999999999998,Rhode Island, 718 Garcia Ferry, 76401
497,2021-11-20,00:30:33,Sarah,Anderson,Female,hnorman@example.net,032-085-39419,New Zealand,YES,"Banana,Blueberry,Strawberry",1.5,4.9,Alabama, , 
121,2021-11-29,18:17:07,Michael,Taylor,Male,kyletaylor@example.org,012-324-35574,Timor-Leste,YES,"Cherry,Peach,Banana,Strawberry",2.0,7.0,Arkansas, 01482 Amanda Island Apt. 457, 90122
347,2021-12-02,15:42:29,Lisa,Wright,Female,froach@example.net,653-615-12433,Slovenia,YES,"Grapes,Strawberry,Cherry,Pineapple,Apple",1.9,9.3,North Carolina, , 63748
104,2021-12-27,01:05:36,Donna,Martin,Male,lynn79@example.net,167-257-17772,Maldives,YES,"Strawberry,Grapes,Cherry,Apple,Blueberry",1.9,9.8,New Hampshire, 1837 Martin Avenue Apt. 465, 57513
51,2022-01-23,15:27:08,Amanda,Edwards,Male,michael76@example.org,990-406-23181,Albania,YES,"Banana,Orange,Strawberry",2.2,7.500000000000001,North Dakota, 4640 Felicia Isle, 
397,2022-01-30,23:10:39,Kimberly,Harris,Male,mmcmahon@example.net,211-636-43234,Palestinian Territory,YES,"Peach,Strawberry,Apple",1.9,5.9,Alaska, 92345 Fox Row Suite 880, 84318
500,2022-02-13,19:51:34,William,Rodriguez,Female,sandramcdaniel@example.net,506-617-37287,New Zealand,YES,"Strawberry,Apple,Pineapple,Orange",1.7,7.699999999999999,Kentucky, , 68970
286,2022-03-03,18:11:33,Richard,Perez,Female,ccoleman@example.org,123-246-10723,Mauritania,YES,"Blueberry,Strawberry,Peach,Orange",1.6,7.9,Colorado, 63829 Gerald Rapid, 27143
252,2022-03-09,23:42:39,Amanda,Nelson,Female,brian97@example.net,718-970-99677,Philippines,YES,"Orange,Strawberry,Peach,Banana,Apple",1.9,8.4,Mississippi, , 24185
77,2022-05-07,09:58:53,Andrew,Taylor,Male,fmccann@example.org,914-923-40660,Kiribati,YES,"Pineapple,Grapes,Cherry,Strawberry",2.3,8.100000000000001,Arizona, , 
423,2022-05-17,13:47:54,Michael,Hernandez,Female,lisa73@example.com,073-111-20688,Ethiopia,YES,"Orange,Grapes,Strawberry",1.5,5.4,Rhode Island, 87816 Bowen Dale, 
467,2022-05-26,12:05:47,Elizabeth,King,Male,marksdylan@example.net,833-644-14965,Tajikistan,YES,"Pineapple,Banana,Strawberry",1.6,6.1,Arkansas, 544 Bradshaw Forge Suite 120, 31039
316,2022-07-02,17:45:00,Joseph,Thomas,Female,garrettmichele@example.com,720-219-44751,Isle of Man,YES,"Mango,Strawberry",1.4,3.4,Louisiana, , 93239
482,2022-07-12,05:35:10,Deborah,Robinson,Male,frank96@example.com,368-055-50399,Lithuania,YES,Strawberry,2.6,2.6,New York, , 56542
155,2022-08-17,00:16:43,Matthew,Smith,Female,ugomez@example.net,410-158-23283,Svalbard & Jan Mayen Islands,YES,"Strawberry,Grapes,Banana,Orange",2.0,8.6,California, , 36097
154,2022-08-23,01:55:07,Kevin,Smith,Male,glenntaylor@example.net,451-260-52830,India,YES,"Apple,Pineapple,Strawberry,Cherry,Peach",1.9,8.6,Vermont, 3704 Singh Path Apt. 673, 55306
158,2022-09-12,00:52:57,Matthew,Nelson,Female,emily69@example.com,863-889-60229,Bahamas,YES,"Orange,Banana,Blueberry,Strawberry",1.3,6.3,Utah, 35481 Jones Drives Suite 295, 77020
153,2022-11-07,15:59:03,Kevin,Parker,Male,gonzalezeileen@example.org,060-794-22650,Qatar,YES,Strawberry,2.2,2.2,Arkansas, , 
132,2022-11-15,09:27:58,Nancy,Miller,Female,heatherrhodes@example.net,073-063-85615,Samoa,YES,"Pineapple,Orange,Strawberry",1.2,5.5,North Carolina, , 70263
305,2022-11-16,04:49:10,Paul,Jackson,Female,michaelwilliams@example.net,959-017-31214,Seychelles,YES,"Grapes,Cherry,Strawberry,Pineapple,Peach",2.3,10.1,Kentucky, 6589 Gail Cove Suite 159, 31089
12,2022-11-20,21:51:01,Mary,Edwards,Male,amanda87@example.com,448-251-86980,Ghana,YES,"Cherry,Strawberry,Grapes,Blueberry",1.6,7.1000000000000005,Wisconsin, 0969 Clark Shore, 
358,2022-12-04,15:09:49,Kimberly,Jones,Female,williamreeves@example.com,920-053-09843,Iraq,YES,"Cherry,Mango,Pineapple,Orange,Strawberry",2.1,9.9,Illinois, 2699 Derek Passage Suite 274, 74986
357,2023-01-30,19:25:04,Andrew,Turner,Female,tammyjones@example.net,648-898-96192,Sri Lanka,YES,Strawberry,2.6,2.6,Oklahoma, 5701 Taylor Parks Apt. 588, 
312,2023-01-31,08:23:09,Sarah,White,Male,ppaul@example.net,592-852-04078,Haiti,YES,"Blueberry,Peach,Pineapple,Cherry,Strawberry",2.2,10.1,Oregon, 56110 Johnson Springs, 59085
450,2023-03-06,12:37:53,Dorothy,Miller,Male,obaker@example.com,304-654-58144,Svalbard & Jan Mayen Islands,YES,"Strawberry,Blueberry,Orange",2.2,5.7,Georgia, , 78933
248,2023-03-24,11:23:05,Paul,Lewis,Female,wwilson@example.net,225-914-25342,Benin,YES,"Strawberry,Apple,Cherry,Grapes,Orange",2.3,8.6,Florida, , 
216,2023-04-15,23:29:07,Christopher,Roberts,Male,howardjoseph@example.net,758-876-53502,Antarctica (the territory South of 60 deg S),YES,"Orange,Peach,Apple,Strawberry",1.7,7.4,Oklahoma, 097 Linda Loop Suite 034, 36244
199,2023-05-01,01:44:10,Jennifer,King,Female,kristinafleming@example.org,658-083-76045,Cape Verde,YES,"Apple,Blueberry,Strawberry",2.3,7.2,Delaware, 6892 Phyllis Underpass, 
36,2023-06-03,15:11:43,Robert,Anderson,Female,denniscordova@example.com,720-753-78700,Rwanda,YES,"Strawberry,Grapes",2.0,3.4,New Mexico, , 27004
372,2023-06-03,17:30:42,Joshua,Johnson,Female,rodriguezchristopher@example.com,001-779-51897,Djibouti,YES,"Strawberry,Mango",1.7,4.2,Florida, 86200 Lewis Mall, 
410,2023-06-28,19:20:08,Nancy,Turner,Male,buchananmichael@example.net,492-041-18758,Guadeloupe,YES,"Grapes,Pineapple,Strawberry",1.9,6.300000000000001,Massachusetts, 9649 Christopher Isle Apt. 663, 17882
459,2023-06-30,19:48:13,Jennifer,Edwards,Female,millershelly@example.net,712-602-30391,Slovenia,YES,"Strawberry,Grapes",2.4,3.6,Tennessee, , 28844
384,2023-08-05,01:16:05,Brian,Wilson,Male,kimberlyhall@example.org,628-219-35252,El Salvador,YES,"Strawberry,Peach,Pineapple,Cherry",2.5,9.2,North Dakota, 588 Cross Mills Suite 791, 64504
28,2023-08-28,06:14:43,George,Lewis,Male,pellis@example.org,854-492-79469,Kazakhstan,YES,"Apple,Mango,Strawberry,Peach",1.8,7.8,Utah, , 80993
349,2023-08-31,01:46:42,Robert,Mitchell,Female,kirkbrian@example.net,773-235-04010,Indonesia,YES,"Pineapple,Strawberry,Orange",2.0,6.0,New York, , 08043
141,2023-09-23,07:54:07,Brian,Rodriguez,Female,odavis@example.org,447-560-62350,Greece,YES,"Banana,Strawberry",1.6,3.0,North Dakota, 5006 Jared Park Suite 624, 73164
96,2023-10-06,05:40:29,Christopher,Parker,Male,martin99@example.org,741-306-09144,Holy See (Vatican City State),YES,"Mango,Cherry,Strawberry,Apple",2.4,8.7,New Mexico, , 
149,2023-10-07,21:36:08,John,Lewis,Female,meghanjacobs@example.com,840-819-76534,Colombia,YES,"Orange,Strawberry,Banana,Pineapple,Apple",1.9,10.7,North Dakota, , 61767
5,2023-10-27,23:31:40,Elizabeth,Jackson,Male,caroline66@example.net,666-914-70647,Aruba,YES,"Strawberry,Banana,Apple,Peach,Cherry",1.6,8.799999999999999,Ohio, 9506 Charles Via Suite 840, 
168,2023-12-05,06:41:43,Paul,Harris,Male,vcole@example.com,414-089-42348,Mozambique,YES,"Peach,Apple,Grapes,Strawberry,Blueberry",2.1,8.999999999999998,New Mexico, 9453 Conley Ports Apt. 905, 62701
143,2023-12-10,15:54:35,James,Young,Male,briggs@example.com,648-647-81473,Monaco,YES,"Blueberry,Banana,Strawberry,Apple,Peach",1.4,9.8,Nebraska, 714 William Drives Suite 212, 43371
451,2023-12-27,06:14:02,Kevin,Lopez,Female,christopher56@example.net,609-305-70858,Seychelles,YES,"Mango,Strawberry,Orange,Grapes,Banana",1.4,9.5,Florida, , 13825
382,2024-01-06,04:14:06,Melissa,Adams,Male,hmcdowell@example.com,443-375-35685,Sierra Leone,YES,"Pineapple,Strawberry",2.6,4.0,Rhode Island, 60017 Santana Ports, 99353
226,2024-02-04,13:49:45,William,Davis,Male,xwalker@example.com,102-237-32111,Aruba,YES,"Pineapple,Blueberry,Cherry,Strawberry,Orange",1.7,9.4,Pennsylvania, 9859 Myers View Apt. 156, 
472,2024-02-07,23:09:25,James,King,Male,phanna@example.com,061-052-45363,Monaco,YES,"Cherry,Strawberry",2.5,5.0,New Jersey, 5967 Cobb Island, 
320,2024-02-27,06:55:09,Edward,Allen,Female,spencer79@example.net,228-700-05557,French Guiana,YES,Strawberry,2.5,2.5,Pennsylvania, , 
447,2024-02-28,00:51:00,Karen,Anderson,Male,crawfordwilliam@example.com,378-908-73504,Belarus,YES,"Pineapple,Cherry,Peach,Strawberry,Mango",2.4,10.400000000000002,Utah, 01117 Audrey Pines Suite 152, 23035
306,2024-03-09,05:16:32,Donald,Baker,Female,fwheeler@example.net,153-394-36007,Botswana,YES,"Peach,Strawberry,Orange,Cherry,Grapes",1.9,9.6,Connecticut, 3605 Scott Green Suite 586, 
212,2024-04-26,19:59:15,Robert,Perez,Male,wandamack@example.com,397-141-56924,Croatia,YES,"Orange,Strawberry,Cherry,Peach",2.5,8.6,Oregon, 52363 Brandi Drive, 73129
47,2024-06-22,16:14:25,Andrew,Brown,Male,david53@example.com,106-324-29476,Antigua and Barbuda,YES,"Grapes,Strawberry,Blueberry,Cherry,Pineapple",1.8,8.4,Nevada, 14322 Mitchell Forges Apt. 254, 
219,2024-07-08,16:47:43,Elizabeth,Taylor,Male,zimmermanstacy@example.org,226-119-91419,Saint Barthelemy,YES,"Banana,Strawberry",1.6,3.7,Hawaii, 37678 Holder Turnpike Apt. 710, 
445,2024-07-12,16:10:44,Joshua,Hall,Male,byrdkerri@example.net,081-752-04664,Bosnia and Herzegovina,YES,"Mango,Grapes,Blueberry,Strawberry",2.1,9.2,West Virginia, , 24808
381,2024-09-08,15:42:53,Barbara,Johnson,Male,asmith@example.com,825-107-89343,Hungary,YES,"Grapes,Strawberry,Cherry",2.1,6.0,Montana, 7565 Angela Walk Apt. 476, 
350,2024-09-15,01:27:09,Christopher,Carter,Female,egarcia@example.com,792-833-49230,Antarctica (the territory South of 60 deg S),YES,"Banana,Grapes,Strawberry,Pineapple",1.3,7.6,Kansas, , 91387
52,2024-10-16,06:53:22,Robert,Hall,Female,krista13@example.com,560-562-16475,Malawi,YES,"Grapes,Orange,Strawberry",2.4,5.300000000000001,California, , 50402
345,2024-10-18,19:01:12,Matthew,Walker,Male,rita69@example.net,213-932-26321,Cyprus,YES,"Banana,Apple,Cherry,Peach,Strawberry",2.6,9.3,Pennsylvania, , 55329
49,2024-10-20,11:22:05,Kenneth,Jackson,Male,gbenson@example.org,749-431-04580,Korea,YES,"Orange,Grapes,Pineapple,Strawberry",1.4,6.199999999999999,Indiana, 23673 Brown Lane, 81844
388,2024-11-06,09:11:43,Kevin,Campbell,Male,angelameyer@example.org,445-927-38901,Guernsey,YES,"Cherry,Grapes,Strawberry",1.6,6.1,South Carolina, , 37908
409,2024-11-24,07:28:27,Michelle,Green,Female,juanhaynes@example.com,934-376-93868,Pakistan,YES,"Banana,Strawberry,Cherry",1.5,4.1,Kentucky, 6111 Bryan Square Apt. 072, 
174,2024-11-24,10:48:35,Daniel,Lewis,Female,nhoward@example.org,494-173-77032,Lithuania,YES,"Strawberry,Pineapple",2.2,4.7,Illinois, , 
53,2024-11-29,03:48:51,Amanda,Robinson,Male,william71@example.net,698-068-30240,Montenegro,YES,"Peach,Strawberry,Mango,Blueberry",2.0,8.2,Mississippi, 7278 Michael Well, 35914
416,2024-12-11,14:52:05,Sarah,Green,Female,darius88@example.org,751-803-46126,Guadeloupe,YES,Strawberry,1.5,1.5,Missouri, 66999 Brandon Summit Suite 077, 
93,2024-12-29,13:46:56,Matthew,Hernandez,Female,alyssablack@example.org,028-217-02531,Myanmar,YES,"Blueberry,Pineapple,Apple,Strawberry",2.0,8.2,Arkansas, 785 Harris Bypass, 68019
